Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2018,DOWA HOLDINGS COMPANY LIMITED,Japan,Quarrying of sand and clay,-4.48%,-65.84%,"(18,57,09,777)","(20,28,80,497)","(49,386)","(26,94,170)","(6,30,054)","(8,820)","(10,376)","2,05,53,689 ","9,837 ",2%
2018,SUMITOMO OSAKA CEMENT COMPANY LIMITED,Japan,Quarrying of sand and clay,-8.10%,-104.45%,"(18,07,77,989)","(16,21,94,283)","(1,12,739)","(24,93,404)","(5,13,263)","(21,535)","(5,586)","(1,58,57,211)","4,20,034 ",0%
2018,ANEKA TAMBANG TBK PT,Indonesia,Quarrying of sand and clay,-9.73%,-132.55%,"(17,02,60,945)","(13,20,60,557)","(37,966)","(17,20,859)","(4,01,138)","(6,241)","(39,872)","(3,60,12,625)","18,314 ",4%
2018,FRESNILLO PLC,Mexico,Quarrying of sand and clay,-0.41%,-1.74%,"(16,56,38,696)","(8,41,65,834)","(27,973)","(10,54,527)","(2,44,608)","(4,260)","(85,975)","(8,00,74,689)","19,169 ",4%
2018,MITSUI MINING & SMELTING CO LTD,Japan,Quarrying of sand and clay,-3.13%,-32.76%,"(14,78,96,270)","(14,42,82,539)","(39,055)","(18,96,174)","(4,43,430)","(6,514)","(11,847)","(12,27,942)","11,232 ",2%
2018,NORTHAM PLATINUM LTD,South Africa,Quarrying of sand and clay,-23.19%,-212.75%,"(12,17,45,649)","(8,65,67,405)","(58,981)","(7,30,852)","(1,68,556)","(5,616)","(17,33,931)","(3,25,22,255)","41,947 ",5%
2018,HUDBAY MINERALS INC,Canada,Quarrying of sand and clay,-3.26%,-16.06%,"(6,23,54,994)","(5,88,96,218)","(21,856)","(7,03,561)","(1,63,154)","(3,074)","(68,918)","(25,13,700)","15,485 ",7%
2018,BRICKWORKS LIMITED,Australia,Quarrying of sand and clay,-9.38%,-153.64%,"(5,42,94,115)","(3,10,93,529)","(12,605)","(4,05,349)","(92,216)","(1,932)","(18,980)","(2,26,85,746)","16,241 ",28%
2018,ROYAL BAFOKENG PLATINUM LTD,South Africa,Quarrying of sand and clay,-21.51%,-625.72%,"(5,42,33,548)","(3,66,73,143)","(16,366)","(3,59,907)","(80,214)","(2,166)","(8,32,758)","(1,62,89,139)","20,146 ",1%
2018,MINERAL RESOURCES LTD,Australia,Quarrying of sand and clay,-4.74%,-20.24%,"(5,42,14,174)","(94,68,116)","(13,035)","(1,09,732)","(20,153)","(1,656)","(37,550)","(4,45,96,064)","32,131 ",56%
2018,AMG ADVANCED METALLURGICAL GROUP N.V.,Netherlands,Quarrying of sand and clay,-4.85%,-34.80%,"(5,39,78,021)","(4,26,23,211)","(13,329)","(5,50,038)","(1,28,437)","(2,047)","(12,604)","(1,06,54,171)","5,815 ",1%
2018,OSAKA TITANIUM TECHNOLOGIES CO.LIMITED.,Japan,Quarrying of sand and clay,-11.37%,-148.74%,"(4,50,20,866)","(4,25,69,068)","(9,906)","(5,65,127)","(1,32,462)","(1,783)",(991),"(17,41,770)",240,0%
2018,GEM DIAMONDS LIMITED,United Kingdom,Quarrying of sand and clay,-11.15%,-41.76%,"(2,23,90,498)","(1,51,53,049)","(4,618)","(1,80,254)","(41,995)",(693),"(1,38,949)","(68,72,856)","1,916 ",1%
2018,WESTERN AREAS LTD,Australia,Quarrying of sand and clay,-10.67%,-165.47%,"(1,86,73,824)","(42,54,354)","(2,634)","(54,107)","(11,833)",(370),"(5,739)","(1,43,49,698)","4,911 ",9%
2018,LUCARA DIAMOND CORP,Canada,Quarrying of sand and clay,-5.79%,-32.46%,"(1,32,59,152)","(99,06,715)","(3,269)","(1,22,214)","(28,438)",(487),"(8,247)","(31,91,635)","1,853 ",4%
2018,MARSHALLS PLC,United Kingdom,Quarrying of sand and clay,-1.82%,-14.96%,"(1,14,01,372)","(62,80,099)","(5,026)","(17,250)","(3,218)",(456),"(4,32,810)","(46,68,480)","5,967 ",46%
2018,GALAXY RESOURCES LTD,Australia,Quarrying of sand and clay,-5.66%,-111.67%,"(87,10,099)","(6,49,387)","(2,112)","(5,711)",(332),(255),"(6,784)","(80,51,323)","5,805 ",63%
2018,MMG LTD,Australia,Quarrying of sand and clay,-0.02%,-0.07%,"(47,31,998)","6,19,71,258 ","(82,118)","4,82,138 ","2,31,961 ","(18,001)","(9,43,514)","(6,69,83,609)","6,09,888 ",54%
2018,INDEPENDENCE GROUP NL,Australia,Quarrying of sand and clay,1.79%,16.37%,"98,34,349 ","(43,19,205)","(5,115)","(77,303)","(13,206)","(1,057)","(17,983)","1,42,42,604 ","25,614 ",5%
2018,CIMSA CIMENTO SANAYI VE TICARET A.S.,Turkey,Quarrying of sand and clay,6.51%,42.35%,"2,09,13,976 ","4,75,43,187 ","(25,481)","4,32,769 ","1,40,560 ","(5,654)","(65,749)","(2,73,25,428)","2,19,772 ",1%
2018,GMK NORIL'SKIY NIKEL' PAO,Russia,Quarrying of sand and clay,35.02%,74.84%,"3,67,63,03,907 ","3,80,63,69,816 ","(73,11,302)","10,63,56,890 ","2,28,78,438 ","(1,77,915)","(1,02,86,052)","(24,18,54,186)","3,28,219 ",8%
2018,SINO-OCEAN GROUP HOLDING LTD,China,Real estate activities (70),-92.42%,-715.48%,"(5,56,61,88,419)","(5,44,54,53,328)","(12,45,757)","(7,24,12,694)","(1,69,76,001)","(2,26,688)","(24,399)","(2,98,51,245)","1,693 ",0%
2018,SWIRE PACIFIC LIMITED,Hong Kong,Real estate activities (70),-20.97%,-176.51%,"(2,26,56,02,022)","(2,15,24,09,270)","(4,93,041)","(2,86,08,394)","(67,05,437)","(89,661)","(43,768)","(7,72,55,488)","3,036 ",0%
2018,"WASTE MANAGEMENT,INC. ",United States,Real estate activities (70),-12.66%,-69.03%,"(1,88,80,07,760)","(1,84,15,03,863)","(4,21,418)","(2,44,52,067)","(57,31,013)","(76,720)","(13,047)","(1,58,14,601)","4,970 ",0%
2018,"REPUBLIC SERVICES,INC. ",United States,Real estate activities (70),-15.17%,-84.15%,"(1,52,31,14,305)","(1,49,01,23,277)","(3,48,589)","(1,98,16,066)","(46,38,601)","(63,423)","(8,784)","(81,56,587)","41,021 ",0%
2018,COVANTA HOLDING CORPORATION,United States,Real estate activities (70),-49.69%,-622.91%,"(92,81,33,515)","(43,98,97,652)","(1,00,635)","(58,45,566)","(13,70,263)","(18,318)","(1,634)","(48,09,00,069)",622,0%
2018,WASTE CONNECTIONS INC,United States,Real estate activities (70),-9.17%,-52.71%,"(58,63,12,731)","(57,36,21,170)","(1,31,304)","(76,12,105)","(17,83,905)","(23,907)","(5,596)","(31,36,875)","2,132 ",0%
2018,COUNTRY GARDEN HOLDINGS COMPANY LTD,China,Real estate activities (70),-0.98%,-5.14%,"(53,93,56,931)","(15,60,08,353)","(33,875)","(19,89,778)","(4,59,799)","(6,194)","(2,23,291)","(38,06,34,278)","(1,364)",2%
2018,"SM PRIME HOLDINGS,INC. ",Philippines,Real estate activities (70),-13.67%,-34.89%,"(27,13,00,953)","(25,85,16,254)","(59,106)","(34,24,136)","(8,01,986)","(10,759)","(31,641)","(84,58,026)",954,0%
2018,LONGFOR GROUP HOLDINGS LTD,China,Real estate activities (70),-1.42%,-5.32%,"(23,91,48,854)","(7,06,21,222)","(17,417)","(9,11,311)","(2,10,967)","(3,056)","(68,210)","(16,73,21,404)","4,732 ",0%
2018,AEON MALL COMPANY LIMITED,Japan,Real estate activities (70),-4.11%,-24.05%,"(10,78,49,412)","(10,32,40,721)","(23,699)","(13,73,184)","(3,21,784)","(4,315)","(1,873)","(28,84,374)",538,0%
2018,CLEANAWAY WASTE MANAGEMENT LTD,Australia,Real estate activities (70),-6.97%,-82.65%,"(8,41,78,183)","(8,23,52,146)","(18,867)","(10,95,344)","(2,56,714)","(3,435)",(500),"(4,51,415)",237,0%
2018,RENEWI PLC,United Kingdom,Real estate activities (70),-4.19%,-88.40%,"(8,35,97,024)","(8,17,83,037)","(18,736)","(10,87,792)","(2,54,994)","(3,410)",(847),"(4,48,390)",182,0%
2018,ECOVE ENVIRONMENT CORP,Taiwan,Real estate activities (70),-52.77%,-226.59%,"(8,35,65,875)","(8,17,53,736)","(18,698)","(10,86,882)","(2,54,528)","(3,405)","(1,237)","(4,47,572)",184,0%
2018,CK ASSET HOLDINGS LTD,Hong Kong,Real estate activities (70),-1.30%,-3.05%,"(8,33,25,458)","(4,84,24,328)","(11,558)","(6,33,359)","(1,47,463)","(2,060)","(26,056)","(3,40,82,442)","1,808 ",0%
2018,NEW WORLD DEVELOPMENT CO LIMITED,Hong Kong,Real estate activities (70),-1.03%,-5.37%,"(7,98,67,953)","(6,17,49,468)","(17,777)","(8,30,904)","(1,89,743)","(3,353)","(31,395)","(1,70,68,860)","23,547 ",2%
2018,CAPITALAND LIMITED,Singapore,Real estate activities (70),-1.84%,-6.06%,"(7,74,14,759)","(7,30,82,550)","(16,686)","(9,42,243)","(2,19,227)","(3,040)","(66,986)","(30,86,049)","2,020 ",3%
2018,CASELLA WASTE SYSTEMS INC,United States,Real estate activities (70),-10.31%,-130.78%,"(6,80,95,476)","(6,66,21,124)","(15,248)","(8,84,297)","(2,07,245)","(2,776)",(578),"(3,64,427)",220,0%
2018,LENDLEASE GROUP,Australia,Real estate activities (70),-0.58%,-18.80%,"(6,76,72,124)","(4,39,11,407)","(10,369)","(5,84,856)","(1,36,284)","(1,901)","(4,829)","(2,30,24,771)","2,292 ",1%
2018,MITSUI FUDOSAN CO LTD,Japan,Real estate activities (70),-0.36%,-2.55%,"(5,71,53,724)","(5,50,38,035)","(13,130)","(7,32,702)","(1,70,838)","(2,399)","(11,385)","(11,88,506)","3,270 ",1%
2018,CONSTRUCTIONS INDUSTRIELLES MEDITERRANEE SA,France,Real estate activities (70),-7.23%,N/A,"(5,70,98,124)","(5,58,59,353)","(12,799)","(7,42,993)","(1,74,168)","(2,330)",(353),"(3,06,263)",134,0%
2018,DAIWA HOUSE INDUSTRY COMPANY LIMITED,Japan,Real estate activities (70),-0.16%,-1.77%,"(5,58,68,427)","(5,15,01,564)","(11,530)","(6,92,262)","(1,57,257)","(2,120)","(24,681)","(34,79,454)",441,1%
2018,SUN HUNG KAI PROPERTIES LIMITED,Hong Kong,Real estate activities (70),-0.49%,-1.29%,"(5,31,62,320)","(3,95,83,352)","(9,875)","(5,08,305)","(1,17,425)","(1,723)","(44,305)","(1,29,00,408)","3,073 ",1%
2018,POWERLONG REAL ESTATE HOLDINGS LIMITED,China,Real estate activities (70),-1.53%,-5.68%,"(4,36,48,992)","(2,77,54,098)","(8,762)","(3,78,477)","(85,757)","(1,667)","(11,541)","(1,54,23,792)","15,102 ",1%
2018,CPI PROPERTY GROUP SA,Luxembourg,Real estate activities (70),-6.27%,-24.86%,"(4,33,67,953)","(4,21,26,274)","(9,646)","(5,60,270)","(1,31,343)","(1,755)",(271),"(5,38,455)",61,0%
2018,ROBINSON'S LAND CORPORATION,Philippines,Real estate activities (70),-7.34%,-19.64%,"(4,13,50,617)","(4,04,23,296)","(9,241)","(5,33,630)","(1,24,883)","(1,682)","(8,982)","(2,49,175)",271,1%
2018,AYALA LAND INC,Philippines,Real estate activities (70),-1.24%,-3.82%,"(3,92,30,205)","(3,23,55,771)","(7,379)","(4,08,020)","(94,399)","(1,345)","(50,248)","(63,14,559)","1,516 ",5%
2018,HANG LUNG PROPERTIES LIMITED,Hong Kong,Real estate activities (70),-3.19%,-5.79%,"(3,85,73,349)","(3,06,09,270)","(7,091)","(4,05,085)","(94,778)","(1,282)","(4,904)","(74,51,280)",340,0%
2018,HANG LUNG GROUP LIMITED,Hong Kong,Real estate activities (70),-3.00%,-5.56%,"(3,85,72,568)","(3,06,08,454)","(7,097)","(4,04,946)","(94,733)","(1,283)","(5,218)","(74,51,200)",362,0%
2018,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Thailand,Real estate activities (70),-3.56%,-12.36%,"(3,73,39,385)","(2,97,98,115)","(6,808)","(3,88,886)","(90,754)","(1,240)","(16,716)","(70,37,372)",504,2%
2018,MABANEE COMPANY KPSC,Kuwait,Real estate activities (70),-12.50%,-20.54%,"(3,51,64,222)","(2,22,31,824)","(5,079)","(2,92,984)","(67,250)",(939),"(5,906)","(1,25,61,173)",933,2%
2018,SERCO GROUP PLC,United Kingdom,Real estate activities (70),-0.81%,-27.65%,"(2,94,60,347)","(2,88,19,971)","(6,650)","(3,83,487)","(89,842)","(1,211)","(1,535)","(1,57,980)",330,0%
2018,WHARF HOLDINGS LTD,Hong Kong,Real estate activities (70),-1.06%,-2.55%,"(2,85,52,570)","(1,94,52,272)","(4,496)","(2,55,307)","(59,387)",(824),"(10,892)","(87,70,147)",756,1%
2018,CHINA JINMAO HOLDINGS GROUP LTD,Hong Kong,Real estate activities (70),-0.46%,-1.62%,"(2,60,04,478)","(2,24,64,158)","(5,561)","(2,89,424)","(66,956)",(974),"(22,815)","(31,56,173)","1,583 ",1%
2018,TOKYU FUDOSAN HOLDINGS CORP,Japan,Real estate activities (70),-0.33%,-3.67%,"(2,59,40,019)","(2,48,98,921)","(5,970)","(3,31,060)","(77,319)","(1,091)","(5,631)","(6,21,645)","1,617 ",2%
2018,HOPSON DEVELOPMENT HOLDINGS LIMITED,Hong Kong,Real estate activities (70),-1.44%,-4.20%,"(2,44,92,825)","(96,60,783)","(2,337)","(1,25,669)","(29,192)",(414),"(6,877)","(1,46,68,030)",477,0%
2018,FRASERS PROPERTY LTD,Singapore,Real estate activities (70),-0.69%,-4.08%,"(2,18,19,033)","(2,12,66,009)","(4,843)","(2,60,433)","(59,792)",(884),"(50,464)","(1,78,130)","1,522 ",9%
2018,RENTOKIL INITIAL PLC,United Kingdom,Real estate activities (70),-0.67%,-6.03%,"(2,11,74,536)","(2,07,14,058)","(4,789)","(2,75,657)","(64,569)",(872),"(1,338)","(1,13,541)",287,0%
2018,KERRY PROPERTIES LIMITED,Hong Kong,Real estate activities (70),-0.71%,-1.93%,"(1,93,59,652)","(1,33,71,273)","(3,264)","(1,73,294)","(40,191)",(575),"(11,088)","(57,60,736)",769,1%
2018,HONGKONG LAND HOLDINGS LTD,Hong Kong,Real estate activities (70),-0.09%,-0.26%,"(1,85,07,427)","(1,80,92,096)","(5,709)","(2,05,964)","(44,953)",(898),"(84,640)","(79,039)","5,872 ",6%
2018,LOGAN PROPERTY HOLDINGS CO LTD,China,Real estate activities (70),-0.24%,-0.86%,"(1,83,93,975)","(44,65,983)",(793),"(45,446)","(10,555)",(145),"(30,777)","(1,38,39,987)",(287),8%
2018,SHUI ON LAND LIMITED,China,Real estate activities (70),-0.46%,-1.93%,"(1,67,70,500)","(1,21,13,251)","(3,042)","(1,55,111)","(35,789)",(529),"(14,632)","(44,49,160)","1,015 ",1%
2018,"NOMURA REAL ESTATE HOLDINGS,INC ",Japan,Real estate activities (70),-0.28%,-2.29%,"(1,59,76,970)","(1,52,98,536)","(3,692)","(2,03,720)","(47,426)",(675),"(4,056)","(4,20,031)","1,165 ",2%
2018,GREAT EAGLE HOLDINGS LIMITED,Hong Kong,Real estate activities (70),-1.07%,-3.46%,"(1,38,31,816)","(1,35,30,939)","(3,192)","(1,77,806)","(41,479)",(572),"(5,254)","(72,938)",364,0%
2018,HENDERSON LAND DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-0.44%,-1.03%,"(1,23,95,499)","(1,09,00,727)","(2,704)","(1,40,320)","(32,450)",(473),"(11,372)","(13,08,243)",789,1%
2018,YUEXIU PROPERTY CO LTD,Hong Kong,Real estate activities (70),-0.27%,-1.07%,"(1,23,61,406)","(46,40,087)","(1,403)","(54,165)","(11,973)",(225),"(18,432)","(76,36,401)","1,279 ",2%
2018,CBRE GROUP INCORPORATED,United States,Real estate activities (70),-0.05%,-1.03%,"(1,10,90,898)","(1,09,35,767)","(2,916)","(89,194)","(18,466)",(561),"(18,669)","(32,435)","7,111 ",28%
2018,SUNAC CHINA HOLDINGS LIMITED,China,Real estate activities (70),-0.06%,-0.59%,"(1,09,91,481)","(1,07,41,004)","(3,821)","(1,12,766)","(23,543)",(573),"(73,480)","(41,391)","5,097 ",9%
2018,HYSAN DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-2.03%,-2.70%,"(1,00,65,051)","(45,76,066)","(1,084)","(60,036)","(13,996)",(194),"(2,012)","(54,11,803)",140,0%
2018,JONES LANG LASALLE INCORPORATED,United States,Real estate activities (70),-0.06%,-1.43%,"(99,86,909)","(95,46,602)","(2,501)","(83,955)","(17,813)",(479),"(14,276)","(3,26,721)","5,437 ",23%
2018,MAHINDRA LIFESPACE DEVELOPERS LIMITED,India,Real estate activities (70),-11.20%,-117.48%,"(91,12,441)","(12,27,610)",(279),"(16,212)","(3,800)",(51),(98),"(78,64,388)",(3),0%
2018,SHENZHEN INVESTMENT LIMITED,Hong Kong,Real estate activities (70),-0.36%,-1.35%,"(76,99,137)","(26,98,514)",(777),"(32,364)","(7,249)",(127),"(8,609)","(49,52,094)",597,1%
2018,SINO HORIZON HOLDINGS LTD,Taiwan,Real estate activities (70),-14.62%,-28.06%,"(72,69,156)","(67,52,044)","(1,545)","(89,670)","(20,932)",(282),(389),"(4,04,353)",58,1%
2018,UOL GROUP LIMITED,Singapore,Real estate activities (70),-0.40%,-1.60%,"(70,82,648)","(66,95,251)","(1,520)","(76,591)","(17,253)",(278),"(28,059)","(2,64,542)",846,15%
2018,ABM INDUSTRIES INCORPORATED,United States,Real estate activities (70),-0.11%,-3.61%,"(68,86,165)","(67,62,593)","(1,672)","(72,960)","(16,367)",(314),"(5,636)","(28,770)","2,147 ",13%
2018,CITYCON OYJ,Finland,Real estate activities (70),-1.76%,-4.24%,"(63,67,186)","(59,63,079)","(1,384)","(77,616)","(18,125)",(251),"(6,982)","(2,99,930)",181,2%
2018,LEG IMMOBILIEN AG,Germany,Real estate activities (70),-0.72%,-2.02%,"(63,37,568)","(61,99,582)","(1,443)","(82,522)","(19,320)",(263),(604),"(33,972)",138,1%
2018,LASSILA & TIKANOJA PUBLIC LIMITED COMPANY,Finland,Real estate activities (70),-0.68%,-12.77%,"(62,70,868)","(61,25,311)","(1,451)","(77,172)","(17,910)",(262),"(17,725)","(31,496)",460,4%
2018,CUSHMAN & WAKEFIELD PLC,United States,Real estate activities (70),-0.07%,-24.37%,"(54,83,610)","(53,97,577)","(1,394)","(50,120)","(10,809)",(266),"(7,191)","(18,992)","2,739 ",22%
2018,TOKYO TATEMONO CO. LTD,Japan,Real estate activities (70),-0.20%,-1.19%,"(50,67,323)","(48,34,330)","(1,190)","(64,406)","(14,953)",(218),"(1,777)","(1,50,959)",510,2%
2018,GRAND CITY PROPERTIES SA,Luxembourg,Real estate activities (70),-0.80%,-1.93%,"(49,89,865)","(44,63,291)","(1,032)","(59,365)","(13,908)",(188),(245),"(4,51,892)",55,0%
2018,LANGHAM HOSPITALITY INVESTMENTS LTD,Hong Kong,Real estate activities (70),-5.70%,-8.82%,"(44,77,531)","(25,90,084)",(598),"(34,317)","(8,033)",(108),(318),"(18,44,094)",22,0%
2018,MITIE GROUP PLC,United Kingdom,Real estate activities (70),-0.15%,-3.71%,"(41,97,031)","(40,89,240)",(981),"(54,534)","(12,734)",(179),"(1,192)","(38,426)",256,2%
2018,CHINESE ESTATES HOLDINGS LTD,Hong Kong,Real estate activities (70),-3.72%,-26.42%,"(40,04,768)","(31,22,131)",(722),"(41,345)","(9,676)",(131),(436),"(8,30,357)",30,0%
2018,"TETRA TECH,INC. ",United States,Real estate activities (70),-0.18%,-1.99%,"(38,76,482)","(38,01,211)",(912),"(44,754)","(10,240)",(169),"(1,925)","(18,003)",733,8%
2018,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS S.A.,Brazil,Real estate activities (70),-1.22%,-2.90%,"(38,60,893)","(30,32,676)",(693),"(40,156)","(9,352)",(127),(260),"(7,77,674)",43,1%
2018,TOMRA SYSTEMS AS,Norway,Real estate activities (70),-0.29%,-2.23%,"(28,33,161)","(27,64,787)",(642),"(36,779)","(8,558)",(118),(479),"(21,896)",96,0%
2018,VONOVIA SE,Germany,Real estate activities (70),-0.08%,-0.23%,"(26,50,472)","(25,85,988)",(689),"(34,658)","(8,022)",(126),"(2,299)","(19,216)",525,6%
2018,ATRIUM LJUNGBERG AB,Sweden,Real estate activities (70),-0.79%,-1.62%,"(24,34,750)","(22,08,447)",(510),"(29,234)","(6,842)",(93),(335),"(1,89,329)",41,0%
2018,ALLREAL HOLDING AG,Switzerland,Real estate activities (70),-0.43%,-1.36%,"(24,24,579)","(22,77,234)",(527),"(30,219)","(7,063)",(96),(300),"(1,09,196)",58,0%
2018,PARQUE ARAUCO S.A.,Chile,Real estate activities (70),-0.84%,-1.79%,"(22,83,561)","(20,65,009)",(456),"(25,976)","(6,069)",(83),(656),"(1,85,308)",(4),13%
2018,KUNGSLEDEN AB,Sweden,Real estate activities (70),-0.73%,-1.40%,"(19,56,432)","(17,04,356)",(394),"(22,548)","(5,276)",(72),(291),"(2,23,530)",35,0%
2018,LEOPALACE21 CORPORATION,Japan,Real estate activities (70),-0.04%,-0.92%,"(19,32,987)","(18,88,885)",(597),"(25,338)","(5,655)",(111),"(3,451)","(9,941)",991,10%
2018,DEUTSCHE EUROSHOP AG,Germany,Real estate activities (70),-0.70%,-1.09%,"(18,14,037)","(16,77,897)",(391),"(22,336)","(5,229)",(71),(177),"(1,07,976)",41,1%
2018,RPS GROUP PLC,United Kingdom,Real estate activities (70),-0.21%,-2.64%,"(15,71,382)","(15,37,020)",(364),"(20,481)","(4,788)",(66),(311),"(8,420)",67,1%
2018,DLF LTD.,India,Real estate activities (70),-0.16%,-0.48%,"(15,66,709)","(15,33,797)",(329),"(19,034)","(4,458)",(60),"(1,157)","(7,839)",(35),8%
2018,PSP SWISS PROPERTY AG,Switzerland,Real estate activities (70),-0.41%,-0.54%,"(13,10,745)","(11,90,481)",(276),"(15,795)","(3,690)",(50),(171),"(1,00,315)",33,0%
2018,MOBIMO HOLDING AG,Switzerland,Real estate activities (70),-0.59%,-1.98%,"(12,47,827)","(12,20,507)",(282),"(16,207)","(3,791)",(51),(114),"(6,897)",22,0%
2018,CLS HOLDINGS PLC,United Kingdom,Real estate activities (70),-0.87%,-1.76%,"(12,10,187)","(11,54,447)",(266),"(15,361)","(3,599)",(48),(59),"(36,419)",13,0%
2018,PRINCE HOUSING & DEVELOPMENT CORPORATION,Taiwan,Real estate activities (70),-0.29%,-3.28%,"(11,36,194)","(11,12,556)",(258),"(13,783)","(2,526)",(52),"(3,026)","(4,441)",449,26%
2018,KOWLOON DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-0.26%,-0.38%,"(9,55,706)","(9,34,735)",(241),"(11,830)","(2,715)",(41),"(1,470)","(4,775)",102,2%
2018,HEMFOSA FASTIGHETER AB,Sweden,Real estate activities (70),-0.34%,-0.69%,"(9,52,317)","(9,31,623)",(218),"(12,264)","(2,865)",(40),(307),"(5,037)",37,0%
2018,SAVILLS PLC,United Kingdom,Real estate activities (70),-0.04%,-0.57%,"(9,38,738)","(9,17,521)",(247),"(12,322)","(2,848)",(45),(953),"(5,007)",205,6%
2018,AROUNDTOWN SA,Luxembourg,Real estate activities (70),-0.09%,-0.14%,"(7,96,094)","(7,62,661)",(190),"(10,149)","(2,366)",(34),(335),"(20,434)",75,3%
2018,HUFVUDSTADEN AB,Sweden,Real estate activities (70),-0.34%,-0.53%,"(7,14,237)","(6,26,299)",(147),"(8,236)","(1,923)",(27),(229),"(77,405)",28,0%
2018,ENTRA ASA,Norway,Real estate activities (70),-0.21%,-0.41%,"(6,70,743)","(6,04,239)",(141),"(8,039)","(1,864)",(26),(154),"(56,311)",31,0%
2018,WIHLBORG FASTIGHETER AB,Sweden,Real estate activities (70),-0.21%,-0.40%,"(6,28,468)","(6,14,797)",(146),"(8,043)","(1,874)",(27),(327),"(3,295)",40,1%
2018,WALLENSTAM AB,Sweden,Real estate activities (70),-0.23%,-0.40%,"(6,27,261)","(6,13,619)",(145),"(8,039)","(1,874)",(26),(298),"(3,296)",36,0%
2018,FOXTONS GROUP PLC,United Kingdom,Real estate activities (70),-0.31%,N/A,"(4,35,969)","(4,26,459)",(100),"(5,679)","(1,329)",(18),(60),"(2,337)",13,1%
2018,HELICAL PLC,United Kingdom,Real estate activities (70),-0.13%,-1.01%,"(3,42,764)","(3,03,046)",(74),"(4,044)",(943),(13),(110),"(34,557)",24,2%
2018,NORWEGIAN PROPERTY ASA,Norway,Real estate activities (70),-0.29%,-0.56%,"(2,65,467)","(2,59,063)",(60),"(3,446)",(802),(11),(44),"(2,049)",9,0%
2018,FABEGE AB,Sweden,Real estate activities (70),-0.09%,-0.16%,"(2,63,412)","(97,768)",(27),"(1,167)",(262),(5),(325),"(1,63,896)",40,1%
2018,CAPITAL & COUNTIES PROPERTIES PLC,United Kingdom,Real estate activities (70),-0.20%,N/A,"(2,01,031)","(1,96,631)",(47),"(2,621)",(613),(9),(43),"(1,077)",9,2%
2018,GRAINGER PLC,United Kingdom,Real estate activities (70),-0.09%,-0.17%,"(1,58,755)","(1,55,242)",(38),"(2,074)",(483),(7),(77),(849),16,3%
2018,ST. MODWEN PROPERTIES PLC,United Kingdom,Real estate activities (70),-0.02%,N/A,"(1,36,172)","(1,33,008)",(39),"(1,798)",(412),(7),(234),(723),50,10%
2018,CHINA OCEANWIDE HOLDINGS LTD,Hong Kong,Real estate activities (70),-0.16%,-0.71%,"(28,349)","(27,722)",(8),(339),(77),(1),(72),(135),5,3%
2018,LOKN STORE GROUP PLC,United Kingdom,Real estate activities (70),-0.10%,-0.35%,"(22,681)","(21,241)",(5),(284),(66),(1),(10),"(1,076)",2,3%
2018,ALPHABET INC,United States,"Recreational,cultural and sporting activities (92) ",-0.44%,-1.93%,"(60,52,74,372)","(59,39,91,308)","(1,23,444)","(67,12,641)","(15,45,104)","(22,700)","(1,71,132)","(27,29,830)","21,787 ",17%
2018,GENTING BERHAD,Malaysia,"Recreational,cultural and sporting activities (92) ",-9.16%,-35.61%,"(46,19,44,154)","(45,13,86,865)","(1,02,489)","(59,02,067)","(13,82,764)","(18,632)","(2,08,656)","(29,43,123)",443,2%
